Geneid,RPKM,TPM
ENSG00000233910,0.0,0.0
ENSG00000287703,0.0,0.0
ENSG00000283039,0.0,0.0
ENSG00000229032,0.0,0.0
ENSG00000229294,0.0,0.0
ENSG00000232993,0.0,0.0
ENSG00000234088,0.0,0.0
ENSG00000236973,0.0,0.0
ENSG00000277397,0.0,0.0
ENSG00000271200,0.0,0.0
ENSG00000235446,0.0,0.0
ENSG00000261196,0.0,0.0
ENSG00000162385,0.0,0.0
ENSG00000234264,0.0,0.0
ENSG00000242391,0.0,0.0
ENSG00000223883,0.0,0.0
ENSG00000284808,0.0,0.0
ENSG00000237227,0.0,0.0
ENSG00000275350,0.0,0.0
ENSG00000116652,0.0,0.0
ENSG00000123080,0.0,0.0
ENSG00000285778,0.0,0.0
ENSG00000233407,0.0,0.0
ENSG00000225675,0.0,0.0
ENSG00000237622,0.0,0.0
ENSG00000162598,0.0,0.0
ENSG00000280317,0.0,0.0
ENSG00000162415,0.0,0.0
ENSG00000162600,0.0,0.0
ENSG00000116704,0.0,0.0
ENSG00000227644,0.0,0.0
ENSG00000157193,0.0,0.0
ENSG00000116205,0.0,0.0
ENSG00000198841,0.0,0.0
ENSG00000116212,46.84314694603776,117.56500565721731
ENSG00000234204,0.0,0.0
ENSG00000233099,0.0,0.0
ENSG00000233994,0.775463356726023,1.946226072844387
ENSG00000233973,0.0,0.0
ENSG00000237552,0.0,0.0
ENSG00000132854,0.0,0.0
ENSG00000227556,0.0,0.0
ENSG00000162607,0.0,0.0
ENSG00000233602,0.0,0.0
ENSG00000233271,0.0,0.0
ENSG00000285954,0.0,0.0
ENSG00000233333,0.0,0.0
ENSG00000154027,0.0,0.0
ENSG00000234108,0.0,0.0
ENSG00000232676,0.0,0.0
ENSG00000225167,0.0,0.0
ENSG00000213579,0.0,0.0
ENSG00000137960,0.12076888342454456,0.3031007818364209
ENSG00000237852,0.0,0.0
ENSG00000116745,0.0,0.0
ENSG00000132855,51.889563467806454,130.2302945118252
ENSG00000285407,0.0,0.0
ENSG00000272855,0.0,0.0
ENSG00000270549,0.0,0.0
ENSG00000237163,0.0,0.0
ENSG00000229636,0.0,0.0
ENSG00000116675,0.0,0.0
ENSG00000162433,36.27261062002283,91.0355078760508
ENSG00000213625,49.38089056861714,123.93413033811896
ENSG00000227207,0.0,0.0
ENSG00000227016,0.0,0.0
ENSG00000233664,0.0,0.0
ENSG00000158966,0.0,0.0
ENSG00000213703,0.0,0.0
ENSG00000203965,0.0,0.0
ENSG00000223479,0.0,0.0
ENSG00000233674,0.0,0.0
ENSG00000153898,0.0,0.0
ENSG00000117069,0.0,0.0
ENSG00000125703,0.0,0.0
ENSG00000285041,0.0,0.0
ENSG00000285808,0.0,0.0
ENSG00000229440,0.0,0.0
ENSG00000234144,0.0,0.0
ENSG00000213540,0.0,0.0
ENSG00000277670,0.0,0.0
ENSG00000227466,0.0,0.0
ENSG00000154007,0.0,0.0
ENSG00000230498,0.2260219179719185,0.5672605236286613
ENSG00000285782,0.0,0.0
ENSG00000162618,0.0,0.0
ENSG00000224493,0.0,0.0
ENSG00000131233,0.0,0.0
ENSG00000272371,0.0,0.0
ENSG00000287647,0.0,0.0
ENSG00000229225,0.0,0.0
ENSG00000230863,0.0,0.0
ENSG00000287224,0.0,0.0
ENSG00000225598,0.0,0.0
ENSG00000286455,0.0,0.0
ENSG00000225087,0.0,0.0
ENSG00000280378,0.0,0.0
ENSG00000188786,0.02950818130488309,0.07405842109709522
ENSG00000230053,0.0,0.0
ENSG00000137941,0.0,0.0
ENSG00000224326,0.0,0.0
ENSG00000286548,0.0,0.0
ENSG00000066135,0.0,0.0
ENSG00000230027,0.0,0.0
ENSG00000233061,0.0,0.0
ENSG00000272094,0.0,0.0
ENSG00000228853,0.0,0.0
ENSG00000215874,0.0,0.0
ENSG00000232453,0.22798922673569727,0.572197994337228
ENSG00000260386,0.0,0.0
ENSG00000284895,0.0,0.0
ENSG00000117174,0.0,0.0
ENSG00000237413,0.0,0.0
ENSG00000184313,0.0,0.0
ENSG00000284645,0.0,0.0
ENSG00000225605,0.0,0.0
ENSG00000225446,0.0,0.0
ENSG00000288543,0.0,0.0
ENSG00000122420,0.04089883075029684,0.10264620509102945
ENSG00000284240,0.0,0.0
ENSG00000236290,0.0,0.0
ENSG00000143013,0.0,0.0
ENSG00000226084,2.9733081497531115,7.4622866360592
ENSG00000134748,35.0862309652445,88.05798096082675
ENSG00000142892,0.0,0.0
ENSG00000219102,0.0,0.0
ENSG00000184005,0.0,0.0
ENSG00000230953,0.0,0.0
ENSG00000287743,0.0,0.0
ENSG00000229332,0.0,0.0
ENSG00000227937,0.0,0.0
ENSG00000229752,0.0,0.0
ENSG00000237505,0.014171377243445206,0.035566740375394874
ENSG00000285462,0.0,0.0
ENSG00000233216,0.0,0.0
ENSG00000197273,0.0,0.0
ENSG00000226804,0.0,0.0
ENSG00000230728,0.0,0.0
ENSG00000232846,0.0,0.0
ENSG00000230787,0.0,0.0
ENSG00000116641,7.027710664924691,17.637859493746998
ENSG00000223920,0.0,0.0
ENSG00000237453,0.0,0.0
ENSG00000172260,0.0,0.0
ENSG00000285473,0.0,0.0
ENSG00000237959,0.0,0.0
ENSG00000231364,0.0,0.0
ENSG00000234578,0.0,0.0
ENSG00000117480,0.3461686643828355,0.8687998915487425
ENSG00000137944,58.50581463677937,146.83548986742173
ENSG00000229505,0.0,0.0
ENSG00000228187,0.0,0.0
ENSG00000285201,0.0,0.0
ENSG00000182183,0.0,0.0
ENSG00000236407,0.0,0.0
ENSG00000271949,0.0,0.0
ENSG00000227062,0.0,0.0
ENSG00000067334,0.0,0.0
ENSG00000235011,0.0,0.0
ENSG00000235673,0.0,0.0
ENSG00000226938,0.0,0.0
ENSG00000213559,0.0,0.0
ENSG00000287587,0.0,0.0
ENSG00000142949,30.96409546729914,77.71241464577895
ENSG00000116133,156.98353403930062,393.99082407253667
ENSG00000232882,0.0,0.0
ENSG00000171502,0.0,0.0
ENSG00000162399,0.0,0.0
ENSG00000116157,0.0,0.0
ENSG00000143036,7.395147242950153,18.560036721165016
ENSG00000232672,0.0,0.0
ENSG00000230817,0.0,0.0
ENSG00000065243,0.0,0.0
ENSG00000226759,0.0,0.0
ENSG00000226960,0.0,0.0
ENSG00000234080,0.0,0.0
ENSG00000237899,0.0,0.0
ENSG00000223905,0.0,0.0
ENSG00000227290,0.0,0.0
ENSG00000229486,0.0,0.0
ENSG00000282898,0.0,0.0
ENSG00000285409,0.0,0.0
ENSG00000231090,0.0,0.0
ENSG00000117528,2.987180073564594,7.497101820514081
ENSG00000271723,0.0,0.0
ENSG00000172339,0.0,0.0
ENSG00000036549,14.445931945546233,36.25580648666418
ENSG00000287724,0.0,0.0
ENSG00000058799,65.0718878044831,163.31475053699307
ENSG00000225191,0.0,0.0
ENSG00000287870,0.0,0.0
ENSG00000235563,0.0,0.0
ENSG00000232048,0.0,0.0
ENSG00000232857,0.0,0.0
ENSG00000273637,0.0,0.0
ENSG00000203985,0.0,0.0
ENSG00000228838,0.0,0.0
ENSG00000283761,0.0,0.0
ENSG00000189433,0.0,0.0
ENSG00000230759,0.0,0.0
ENSG00000231866,0.0,0.0
ENSG00000179178,0.0,0.0
ENSG00000142700,0.0,0.0
ENSG00000285525,0.0,0.0
ENSG00000236098,0.0,0.0
ENSG00000233514,0.0,0.0
ENSG00000127124,3.771853767115376,9.466443618315099
ENSG00000266993,0.0,0.0
ENSG00000223675,0.0,0.0
ENSG00000162604,0.08547529385232451,0.2145223807631232
ENSG00000229316,0.0,0.0
ENSG00000116171,56.300161872837194,141.29983317959426
ENSG00000287406,0.0,0.0
ENSG00000225767,0.0,0.0
ENSG00000234099,0.0,0.0
ENSG00000137936,0.0,0.0
ENSG00000235308,0.0,0.0
ENSG00000232752,0.0,0.0
ENSG00000235829,0.0,0.0
ENSG00000143032,0.0,0.0
ENSG00000226745,0.0,0.0
ENSG00000178028,16.75743212305679,42.05711466433079
ENSG00000280040,0.0,0.0
ENSG00000168710,88.30332925496026,221.62006782698953
ENSG00000117519,69.46011698334999,174.32814783997443
ENSG00000270507,0.0,0.0
ENSG00000238037,0.0,0.0
ENSG00000215869,0.0,0.0
ENSG00000134215,0.0,0.0
ENSG00000227935,0.0,0.0
ENSG00000228502,7.128233361179166,17.890147226837392
ENSG00000236268,0.0,0.0
ENSG00000271277,0.0,0.0
ENSG00000236888,0.0,0.0
ENSG00000279778,0.0,0.0
ENSG00000230955,0.0,0.0
ENSG00000230828,0.0,0.0
ENSG00000188641,22.74431524133518,57.08274794384368
ENSG00000152078,0.0,0.0
ENSG00000237279,0.0,0.0
ENSG00000233359,0.0,0.0
ENSG00000237954,0.0,0.0
ENSG00000185668,0.0,0.0
ENSG00000171492,22.592642231407794,56.702085255004654
ENSG00000233129,0.0,0.0
ENSG00000170989,0.0,0.0
ENSG00000258634,0.0,0.0
ENSG00000233557,0.0,0.0
ENSG00000237897,1.590157574669214,3.990912149373988
ENSG00000116299,0.0,0.0
ENSG00000137962,0.0,0.0
ENSG00000227832,0.0,0.0
ENSG00000286692,0.0,0.0
ENSG00000260464,0.0,0.0
ENSG00000237435,0.0,0.0
ENSG00000231996,0.0,0.0
ENSG00000273204,0.0,0.0
ENSG00000079739,79.91019601044655,200.55532684129673
ENSG00000117154,0.0,0.0
ENSG00000162377,0.0,0.0
ENSG00000224613,0.16996457133721052,0.42657009815767394
ENSG00000215871,0.2896079366642641,0.7268461009148571
ENSG00000287372,0.0,0.0
ENSG00000232542,0.0,0.0
ENSG00000116774,0.0,0.0
ENSG00000287756,0.0,0.0
ENSG00000284652,0.0,0.0
ENSG00000023909,12.078134759238786,30.313206389278445
ENSG00000069702,0.0,0.0
ENSG00000232185,0.0,0.0
ENSG00000230489,0.0,0.0
ENSG00000228399,0.0,0.0
ENSG00000236776,0.0,0.0
ENSG00000224685,0.0,0.0
ENSG00000287076,0.0,0.0
ENSG00000237480,0.0,0.0
ENSG00000271252,0.0,0.0
ENSG00000230427,0.0,0.0
ENSG00000235794,0.0,0.0
ENSG00000286758,0.0,0.0
ENSG00000237337,0.0,0.0
ENSG00000233983,0.0,0.0
ENSG00000198198,0.0,0.0
ENSG00000225183,0.0,0.0
ENSG00000230402,0.0,0.0
ENSG00000116793,0.0,0.0
ENSG00000238122,0.0,0.0
ENSG00000260879,0.0,0.0
ENSG00000283354,0.0,0.0
ENSG00000232918,0.0,0.0
ENSG00000236360,0.0,0.0
ENSG00000183298,6.429296193946663,16.13598344030983
ENSG00000234332,2.098583327400988,5.266938214937927
ENSG00000117525,0.0,0.0
ENSG00000225079,0.0,0.0
ENSG00000226483,0.0,0.0
ENSG00000224238,0.0,0.0
ENSG00000229537,0.0,0.0
ENSG00000162699,0.0,0.0
ENSG00000162692,0.0,0.0
ENSG00000203914,1.654849690422349,4.153273763619421
ENSG00000270457,0.0,0.0
ENSG00000203858,0.0,0.0
ENSG00000231987,0.0,0.0
ENSG00000228057,0.3747867415655183,0.9406243658898151
ENSG00000261593,0.0,0.0
ENSG00000224445,0.0,0.0
ENSG00000229842,0.0,0.0
ENSG00000270631,0.0,0.0
ENSG00000229201,0.0,0.0
ENSG00000181656,14.04183819372849,35.24162859052013
ENSG00000122481,0.0,0.0
ENSG00000198162,7.193912675203242,18.054986470744247
ENSG00000238198,0.0,0.0
ENSG00000171517,0.0,0.0
ENSG00000228852,0.0,0.0
ENSG00000203864,0.0,0.0
ENSG00000233482,0.0,0.0
ENSG00000230250,0.0,0.0
ENSG00000232878,0.0,0.0
ENSG00000143079,0.0,0.0
ENSG00000232450,0.0,0.0
ENSG00000223575,0.0,0.0
ENSG00000230768,0.0,0.0
ENSG00000235202,0.5495124952091165,1.3791438837871648
ENSG00000272715,0.0,0.0
ENSG00000235038,0.0,0.0
ENSG00000143093,0.4172972747523479,1.0473155555393545
ENSG00000226415,18.544947688317265,46.54334779004924
ENSG00000085491,0.0,0.0
ENSG00000173947,0.0,0.0
ENSG00000230434,0.0,0.0
ENSG00000230718,0.0,0.0
ENSG00000134198,0.0,0.0
ENSG00000235595,0.2374026791991047,0.595823490578745
ENSG00000226053,0.0,0.0
ENSG00000226128,0.0,0.0
ENSG00000198799,0.0,0.0
ENSG00000279513,0.0,0.0
ENSG00000117620,0.0,0.0
ENSG00000280186,0.0,0.0
ENSG00000223906,0.0,0.0
ENSG00000162688,0.0,0.0
ENSG00000197106,0.07104908391944273,0.1783160717735665
ENSG00000259946,0.0,0.0
ENSG00000236137,0.0,0.0
ENSG00000203859,0.0,0.0
ENSG00000228086,0.0,0.0
ENSG00000213421,0.0,0.0
ENSG00000234020,0.0,0.0
ENSG00000236804,0.0,0.0
ENSG00000231072,0.0,0.0
ENSG00000273406,0.0,0.0
ENSG00000185946,0.0,0.0
ENSG00000162627,0.0,0.0
ENSG00000226715,0.0,0.0
ENSG00000162695,9.923045521044811,24.904451960974317
ENSG00000265808,7.224274625864028,18.13118764709372
ENSG00000261290,0.0,0.0
ENSG00000225923,0.0,0.0
ENSG00000134247,3.415481023705739,8.57203394845888
ENSG00000187481,0.0,0.0
ENSG00000116752,29.078973476112527,72.98121292242536
ENSG00000162664,0.0,0.0
ENSG00000236866,0.0,0.0
ENSG00000134253,0.0,0.0
ENSG00000223416,0.6774162656457212,1.7001515119100392
ENSG00000179571,0.0,0.0
ENSG00000227850,0.0,0.0
ENSG00000235777,0.0,0.0
ENSG00000173218,0.0,0.0
ENSG00000285532,0.0,0.0
ENSG00000226755,0.0,0.0
ENSG00000232650,0.0,0.0
ENSG00000183508,0.04169452784660612,0.1046432129721779
ENSG00000277095,0.0,0.0
ENSG00000234283,0.0,0.0
ENSG00000232780,0.0,0.0
ENSG00000274927,0.0,0.0
ENSG00000264145,0.0,0.0
ENSG00000238256,0.0,0.0
ENSG00000198765,0.0,0.0
ENSG00000224335,0.0,0.0
ENSG00000277702,0.0,0.0
ENSG00000143398,0.0,0.0
ENSG00000196505,0.0,0.0
ENSG00000223489,0.0,0.0
ENSG00000230546,0.0,0.0
ENSG00000213262,0.0,0.0
ENSG00000287015,0.0,0.0
ENSG00000235526,0.0,0.0
ENSG00000228347,0.0,0.0
ENSG00000236012,0.0,0.0
ENSG00000270911,0.0,0.0
ENSG00000134200,0.0,0.0
ENSG00000065183,2.2252689240109933,5.584888520439402
ENSG00000227082,0.0,0.0
ENSG00000226126,0.3588140950452222,0.9005368738884227
ENSG00000163393,0.0,0.0
ENSG00000163156,0.0,0.0
ENSG00000143631,0.0,0.0
ENSG00000156150,0.0,0.0
ENSG00000228453,0.0,0.0
ENSG00000274642,0.0,0.0
ENSG00000177551,0.0,0.0
ENSG00000197323,9.008423134444913,22.608970272293067
ENSG00000237975,0.0,0.0
ENSG00000261168,0.0,0.0
ENSG00000287980,0.0,0.0
ENSG00000229283,0.0,0.0
ENSG00000271419,0.0,0.0
ENSG00000226172,0.0,0.0
ENSG00000079335,0.0,0.0
ENSG00000143119,0.0,0.0
ENSG00000237278,0.0,0.0
ENSG00000233432,0.0,0.0
ENSG00000227700,0.0,0.0
ENSG00000229911,0.0,0.0
ENSG00000143520,0.0,0.0
ENSG00000171943,0.0,0.0
ENSG00000270719,0.0,0.0
ENSG00000155761,0.0,0.0
ENSG00000230806,0.0,0.0
ENSG00000116830,0.0,0.0
ENSG00000234422,0.0,0.0
ENSG00000227056,0.0,0.0
ENSG00000227091,0.0,0.0
ENSG00000214204,0.0,0.0
ENSG00000081026,0.33621230393826146,0.8438118271614363
ENSG00000225650,0.0,0.0
ENSG00000224965,0.0,0.0
ENSG00000228127,0.0,0.0
ENSG00000226984,0.0,0.0
ENSG00000186150,0.0,0.0
ENSG00000143458,0.0,0.0
ENSG00000230932,0.0,0.0
ENSG00000073754,0.0,0.0
ENSG00000228826,0.0,0.0
ENSG00000233907,0.0,0.0
ENSG00000225036,0.0,0.0
ENSG00000228420,0.0,0.0
ENSG00000233839,0.0,0.0
ENSG00000250890,0.0,0.0
ENSG00000232240,0.0,0.0
ENSG00000230921,0.0,0.0
ENSG00000286151,0.0,0.0
ENSG00000234388,0.0,0.0
ENSG00000271736,0.0,0.0
ENSG00000233717,0.0,0.0
ENSG00000163155,0.0,0.0
ENSG00000241975,0.0,0.0
ENSG00000271143,0.0,0.0
ENSG00000270976,0.0,0.0
ENSG00000228217,0.0,0.0
ENSG00000270342,0.0,0.0
ENSG00000175984,0.0,0.0
ENSG00000231100,0.0,0.0
ENSG00000116824,0.0,0.0
ENSG00000235887,0.0,0.0
ENSG00000237460,0.0,0.0
ENSG00000236887,0.0,0.0
ENSG00000024526,0.0,0.0
ENSG00000236480,0.0,0.0
ENSG00000235756,0.0,0.0
ENSG00000173810,0.0,0.0
ENSG00000235005,0.0,0.0
ENSG00000271890,0.0,0.0
ENSG00000227425,0.0,0.0
ENSG00000225279,0.0,0.0
